store_ID,day_of_week,nb_customers_on_day,promotion,sales
517,4,675,1,6474.980586228586
258,2,573,1,6386.233272486772
892,2,886,1,8397.226416426165
821,1,777,0,5620.353029211525
829,5,791,1,6199.683793891294
536,2,814,0,7045.0394467292
141,3,566,1,5315.891919312169
249,4,506,0,4517.86854160654
64,2,673,1,7921.7636257816275
1007,2,1459,0,12875.94037037038
702,2,351,1,4546.523460317459
600,2,458,0,4647.052386604133
804,6,367,0,4112.276202380954
265,3,362,0,3463.690801587299
309,1,747,1,9588.064661856664
171,6,631,0,5829.682090307841
1076,2,675,1,5085.539954425204
308,3,1011,1,11148.600026695523
680,1,749,0,4604.907288295039
446,6,313,0,2386.5203265993264
1107,6,625,0,5792.330305722057
748,1,682,1,9171.00825396826
775,1,645,0,8749.336031746032
306,2,469,1,4864.465863756612
1016,3,331,0,3263.8624575517065
765,1,955,1,11947.172865079368
199,6,705,0,7952.442164381921
53,2,475,0,3886.7051261423767
1100,4,649,0,4521.047968253968
480,6,315,0,2482.890538600287
612,5,395,0,5811.082689153437
863,5,1147,1,9727.683581649835
724,1,798,1,8707.55753968254
67,5,706,0,6562.301969067968
297,2,874,1,8224.496958633961
588,5,740,0,6543.919293650793
395,6,304,0,2799.293714045213
3,3,408,0,3480.779514911015
963,5,750,0,6855.984609066861
86,3,657,1,5956.832887205385
748,3,456,1,5521.807994107747
481,4,541,0,4114.587914983167
410,1,1003,1,9854.828019101273
128,2,710,1,8789.283741045994
658,3,631,1,6841.66013116513
546,2,1660,1,14563.31291534392
718,5,898,1,8366.40607696008
655,2,859,1,9830.698316859072
852,1,566,0,3988.0568245550735
943,1,572,0,6014.0453012265525
74,4,690,0,4658.50482720058
700,6,340,0,3260.571788239538
867,4,394,1,4242.207674603176
577,3,519,0,4143.262281024531
769,2,3172,0,10401.08628330928
650,3,567,0,4982.86983694084
680,4,609,0,3740.449268398268
1082,4,1082,1,7793.443228391977
264,5,958,1,7959.105574074072
866,3,342,0,4314.625850529102
985,2,599,0,5896.142316137565
962,4,897,1,7236.333116161613
43,1,823,1,10113.889570105814
545,6,865,0,8512.899682539675
1046,1,909,1,12417.96817412218
356,5,430,0,5464.947666666669
565,1,631,0,4657.0527568542575
819,5,544,1,6261.2555066137575
326,1,352,0,3840.342648148147
890,2,442,1,5577.896753968253
166,2,705,0,4616.249263949013
724,4,1009,1,10166.705070105829
374,4,790,1,7679.274329605582
272,2,588,0,4874.970218614717
16,6,548,0,4981.458586940838
223,6,608,0,5726.692774771523
591,1,649,1,7811.933729076477
187,1,796,0,5916.949129629627
191,6,719,0,7323.824925925929
753,5,937,1,10808.999246540496
1057,1,545,0,4830.444921957672
993,1,1096,1,12558.094987253487
525,2,855,1,9925.250118067112
192,3,473,0,5704.254564814815
456,1,783,1,8531.511907222406
62,2,756,0,6481.562282948535
430,5,674,0,7606.599332130834
54,4,612,0,5906.299894179893
865,6,710,0,8162.90748989899
763,3,567,1,6405.960641534393
208,5,496,1,4003.2263606301112
943,1,661,1,8086.9681369556365
966,6,408,0,3380.8895128667623
309,2,702,1,9246.23733994709
207,1,1056,0,8577.872479677728
96,3,528,0,4518.349393338143
485,2,355,0,3799.145791486292
349,3,800,0,7563.4260414862865
217,3,637,1,5145.060193722945
1104,4,493,1,6270.8958293650785
799,6,914,0,9949.705228715722
7,6,558,0,5138.074410385908
189,5,859,0,8362.072162938912
143,5,600,1,6514.381530423283
544,5,1835,1,14131.807466931225
18,3,781,1,7538.608757936508
379,2,522,1,4738.852252886004
543,4,214,0,2082.001543530543
1011,3,857,1,7857.128903078405
1048,3,472,1,6090.305439273692
40,4,766,0,6485.119025132277
901,5,597,1,6772.583155122658
1031,1,662,1,8650.329334054826
802,1,687,1,9828.175109187108
48,1,475,0,3972.662607142859
1015,4,499,1,6493.161940716691
628,5,806,1,6937.243053030301
196,6,542,0,3906.946326719577
879,3,361,1,4305.126492063491
951,3,826,0,6834.01066041366
467,3,1150,0,8318.953557960556
555,6,464,0,4381.4309500962
534,2,744,1,9445.44387253487
1016,5,550,1,6171.151153198655
902,1,678,1,7215.292192640696
309,4,570,1,6598.496407407409
930,2,1244,1,8393.33125468975
597,5,936,1,7289.327247113995
996,3,775,1,8125.502857142859
849,4,813,0,6780.36745550746
67,5,727,0,7034.740391025641
848,2,893,1,8406.908383958633
450,3,1096,1,9343.74461291486
165,2,357,0,3022.883881553633
1035,1,550,0,4152.55481000481
833,4,522,1,5755.114863516114
306,6,260,0,2345.840126743627
79,5,555,1,5418.9822502404995
89,5,698,1,6825.843037397788
768,1,1826,1,13549.495633597886
417,3,697,0,5587.059007455508
239,2,551,1,6440.461000721502
1057,4,571,0,5116.1389694564705
613,2,794,0,4726.666127104378
305,3,315,0,2887.0713561808557
308,2,957,1,10484.413171957673
855,3,539,0,4480.831848484849
468,5,784,1,7116.180786796538
671,6,451,0,4931.386433862433
1111,3,487,1,5869.268160052909
936,1,1075,1,9787.315346560848
543,4,407,1,5252.511420634922
320,6,1765,0,11889.076853174603
588,3,746,1,7339.312992063487
3,2,739,0,5746.740835978839
568,6,483,0,5075.448731842232
822,5,694,1,8414.472046657049
676,5,1738,0,7132.383613876857
238,6,856,0,5784.39080026455
144,3,669,1,7223.334961640209
95,2,811,0,6652.530888648389
604,2,716,1,10625.931710317464
767,1,809,1,8946.543850048101
546,6,1283,0,10923.933447089948
168,3,576,0,5246.766148268398
985,2,623,0,6875.66382076719
99,2,367,0,3471.484142616643
1100,6,421,0,3073.7560462962942
1057,1,592,0,5290.5332976190475
552,6,452,0,4262.205189514189
384,5,981,1,8910.233782227031
337,2,306,0,3769.764636243386
799,2,1077,1,12902.79476719576
319,1,974,1,9773.510958994702
663,3,363,0,3011.310046777297
845,2,261,0,3097.088936507936
261,1,1284,1,11128.20768566619
194,1,407,0,4652.72075974026
223,6,719,0,7888.4879246031805
637,2,557,0,6161.585419552671
227,3,698,1,8254.811279822028
611,1,416,0,4620.80282936508
211,2,1553,0,12462.717065776818
169,4,924,1,10051.905900793648
360,4,761,1,7163.497404160653
42,6,887,0,7775.319821789325
268,2,487,0,3648.4606552706537
772,6,651,0,5406.794861592112
850,5,704,0,6063.598429894179
107,6,829,0,6264.832792207793
893,4,841,1,7016.377215608465
529,3,699,0,6472.209827228325
257,1,882,1,8556.733665464168
939,3,657,1,6954.283316017315
370,4,592,0,6596.918213443959
263,6,399,0,3830.141216089466
600,1,673,1,8644.844697570948
669,1,351,0,3750.242360149109
338,4,458,0,4628.831916971917
95,1,1027,1,10778.653195017949
74,6,682,0,4828.687323232321
472,2,602,0,3960.249168951417
416,2,1183,0,8865.76629292929
220,3,609,0,4111.8755656565645
556,4,916,1,7833.738160293408
154,5,679,0,6803.9045582010585
259,2,2156,1,10126.15874205425
203,1,769,0,5566.7293439153445
906,6,1166,0,9371.62076058201
637,1,590,0,6899.15392087542
49,3,777,1,9849.840784391534
882,1,979,1,7816.019979797982
130,2,588,1,5425.4206521164
67,6,577,0,5474.648540283788
771,3,783,1,7762.646656389902
912,6,1115,0,9274.661218975463
1062,3,606,1,6986.9462893217915
966,6,465,0,3772.850993386244
508,1,764,1,8770.115832732086
289,5,562,1,6700.910043650792
904,5,469,0,5010.569259573757
386,3,732,1,9699.945214045212
373,4,454,1,4966.436306397306
133,6,378,0,3209.4006190476184
695,4,472,0,4381.792989815741
611,3,407,0,4454.063419312168
195,1,1232,0,9309.301503006249
801,2,452,1,4941.522370610872
1082,1,1193,1,9421.392955627702
343,4,572,0,5009.505822751322
449,5,1397,0,9340.756435693937
242,2,389,1,4830.643296296295
642,2,430,0,2969.434972222225
110,3,738,1,6508.148715608469
67,2,794,1,10099.263992063494
1040,1,1150,1,12936.867572751316
484,1,808,1,9367.966854256852
146,5,642,1,7024.504913059162
876,6,442,0,4243.053777777778
276,3,545,1,4460.527798941801
326,5,457,0,4994.518939393941
608,1,855,0,7339.874932900431
37,1,705,0,6197.876181216929
548,5,295,0,3574.3448061568065
332,3,608,1,5716.52298316498
965,2,1238,1,11733.690736679986
1005,2,1026,0,7770.924613876864
904,4,414,0,4365.87656962482
179,2,1472,0,11878.122592953348
974,5,1668,1,12079.894840668592
527,1,1086,1,13075.87837433862
888,2,777,1,8379.33584066859
1022,2,769,0,6576.464121332371
807,1,1170,1,12531.305047979797
1066,3,1027,0,9554.217748677249
61,6,573,0,4246.819964526213
503,1,595,1,9598.239421957674
837,1,353,0,2300.7345013227514
156,4,1128,1,12295.609656926408
817,1,3010,1,12442.516649951898
358,4,1012,0,8262.224859427613
61,2,807,1,8505.19039814815
1097,6,1730,0,8057.120110870616
104,1,1328,0,9977.062615560362
407,5,327,1,4231.844769600769
1023,4,626,0,5677.876640933138
849,3,795,0,6734.131600492105
1058,4,775,1,8463.972487734489
1009,5,471,1,4656.208109908611
455,4,419,1,6243.212431540684
727,6,273,0,2709.8050893458394
427,6,692,0,6382.594474867725
433,5,696,1,6350.192737133233
909,6,968,0,9813.555507696006
762,3,314,0,2754.967808201058
1019,4,1032,1,12534.41442989418
992,3,843,1,7053.733068302069
491,4,623,1,8194.06861026936
934,6,461,0,4082.0957635882646
79,6,497,0,4578.081018157769
721,4,676,1,7018.876662698413
487,2,566,0,5631.8518835978875
1003,6,594,0,5793.136112433863
566,5,627,1,5533.836742063497
852,3,512,0,3749.954312530062
834,3,635,1,5960.521440596439
527,3,1030,1,12249.912929533426
661,5,529,0,6030.255224987975
83,2,389,1,4762.861115079365
494,3,1097,0,7147.444428811928
396,1,1089,0,9512.781238095244
666,5,540,0,5543.754361592111
65,2,427,0,4314.514009259263
1025,3,868,1,7628.520221741222
62,3,818,1,7549.396489417987
401,6,278,0,2729.061080206832
896,6,1127,0,7187.5563119288145
1007,2,631,0,4643.473670940172
200,2,753,0,5704.206414021162
360,1,896,1,9657.087774410777
658,5,631,0,5704.475134319386
946,6,392,0,3017.539902356903
849,1,1097,1,11222.624568144818
300,6,787,0,5818.02408994709
119,3,771,1,8295.739895502644
583,4,349,0,3316.2125271765267
491,2,523,1,6791.093259620012
978,5,1035,1,7909.959080928328
941,6,383,0,3067.0211284086304
1072,4,609,0,6239.514281746036
314,4,562,0,4634.558072751322
674,6,635,0,5004.453729853481
234,3,1130,1,12952.508510341506
845,2,307,1,4108.608603655604
748,4,414,0,4376.782829161581
691,5,635,1,8763.958668479665
21,3,347,0,3204.590846560847
377,1,1001,0,8068.6565767195725
37,4,682,1,7477.599984006736
790,5,727,1,7924.108070105824
813,3,608,0,4971.023206349204
1060,2,1025,0,7100.4038108465575
564,4,411,0,4311.742737373736
1026,1,1449,1,13276.632920634918
6,5,642,0,5223.191607503609
228,6,644,0,8211.960404761907
973,3,869,0,6477.180604617607
69,4,1230,1,10156.29046488697
440,2,579,0,4579.811423243423
874,5,480,0,4234.818390692642
425,6,336,0,2546.4917229437247
676,7,2006,0,11734.793804112553
820,5,1089,0,11882.711597402596
739,2,715,1,9394.782074795576
342,5,748,0,8920.106429894178
48,3,374,0,3247.2252513227513
581,2,696,1,7150.704654521405
1043,6,1188,0,7875.936810846565
502,1,1420,0,9117.11403403078
582,1,1081,1,10353.388238215486
173,3,1018,1,8858.176310485813
973,1,809,1,7771.9517472342495
991,4,496,0,5061.215476190479
676,3,1556,1,6491.11425949976
110,6,345,0,2632.1240835738336
725,6,515,0,4865.8767537277545
870,3,844,1,6899.8493148148145
62,2,705,0,6168.816824915825
157,2,926,1,10095.48686796537
886,6,399,0,4126.308505291003
307,6,147,0,1280.2992438672438
100,4,944,1,10185.569833814336
759,5,906,1,8347.230267316023
24,3,756,0,7950.854061928812
966,5,586,0,4517.760267436268
134,5,539,0,5071.10156216931
613,6,1043,0,6334.445156445408
751,4,584,1,5070.907854497351
418,2,471,0,3985.2518790283784
972,1,531,1,6001.307242544492
766,2,462,0,4914.87389949865
769,5,3710,1,13298.69841414141
1084,3,646,0,4803.431454415954
336,1,1846,0,11830.254379629632
995,1,1072,1,13585.7274978355
1002,2,846,1,8453.297967893215
344,4,1513,1,12340.275548941809
653,2,429,0,4672.058359788359
137,6,777,0,7231.074716931215
83,4,336,1,3859.900865079367
1007,2,783,1,7140.643721981721
748,6,451,0,5058.845137205388
690,4,705,0,4492.336275613276
194,3,372,1,4502.666083333332
1070,1,1158,1,10789.286660052909
615,3,1547,1,12539.337110121363
424,1,1061,1,11189.185225348729
945,6,330,0,3140.344129629628
942,6,485,0,5565.645302188556
1035,6,235,0,2007.797598392348
359,1,690,1,8439.777936711436
75,2,574,0,5280.336530423278
1010,5,809,1,9026.101489417992
21,4,367,0,3416.842112554112
585,2,737,0,4204.320651034149
80,4,574,1,7096.527125661376
981,3,646,0,5974.84535942761
728,3,492,0,5114.342766076514
19,5,657,1,6787.474429533428
738,2,602,1,8125.789390211641
740,2,555,0,6217.367527777782
343,6,657,0,5961.176523652274
19,6,496,0,4936.133744708995
266,3,547,0,4183.136210918712
927,5,955,0,7190.344358104859
278,1,1198,1,13304.550327681574
548,3,328,0,3446.173008177007
109,6,760,0,7745.435941086696
85,5,967,1,6975.481894901397
460,6,193,0,2085.3433943001446
148,5,882,0,8661.418834656091
500,2,288,1,3295.888611832613
131,4,512,0,4452.948531746031
867,7,148,0,1214.210398388648
325,2,635,0,6276.023215969215
126,1,796,1,8990.163741943239
456,2,1118,1,8684.610169552663
532,4,1365,1,11663.1205542328
940,1,758,0,6835.717158730161
62,5,695,0,6179.238106476856
831,5,1349,0,10348.575350889852
894,4,859,0,6342.266353886852
65,1,635,1,8294.225047138048
229,3,710,1,9125.886661255412
513,6,1713,0,14544.767891654645
81,4,424,1,5015.955363756613
1033,4,1321,0,13128.012201779698
607,5,528,1,5005.660434223185
213,1,790,1,10356.264818783067
907,2,958,1,7888.149283068786
584,5,479,1,5415.751876503126
789,5,590,0,4905.520099206348
246,1,1284,1,11422.537156204908
720,3,680,0,6099.948062169316
909,2,811,0,7292.096869047615
785,6,601,0,6445.757649711403
779,5,870,1,8646.925220011464
397,3,764,1,6086.026939153442
352,1,679,1,7742.0395556573085
27,4,1162,1,10350.122307803304
696,6,710,0,6143.657091269839
19,5,673,1,6998.850863275612
596,3,915,1,6963.63102910053
174,6,539,0,6392.795665343919
826,4,707,0,7128.670724025972
408,6,517,0,5002.213718133717
71,2,821,1,11106.859818542567
1053,5,995,1,8770.468678210684
859,4,919,1,8936.600890572392
442,5,382,0,3117.335190476192
941,6,441,0,3772.7410198412704
440,2,555,0,4459.258284992785
1097,4,2987,0,11816.464574915828
689,1,640,0,5644.864805555554
389,1,1519,1,13779.127114838871
110,3,577,1,4758.845555796055
499,2,602,1,5134.345868686868
1076,4,524,0,3167.6024854497364
602,3,772,1,8430.664701899952
256,5,1943,1,15024.643147546898
1102,2,826,1,8329.633864959114
403,2,932,1,8944.826238936985
418,2,539,1,6212.27802080327
87,4,770,0,5530.601753968251
30,4,578,0,3722.4117169312153
495,6,373,0,4569.742252044253
519,6,507,0,4579.40103186628
97,1,925,1,10126.932931216934
558,6,399,0,3098.7435351130357
885,1,821,1,7954.870746031746
1105,6,570,0,5001.990049062045
73,3,505,1,4965.823465608465
1069,2,798,1,6971.884098124101
404,2,606,0,4548.744451899952
146,2,683,1,8138.238845950346
957,3,860,1,8112.688613756622
309,4,517,0,5483.414782467529
294,3,863,1,6893.770082010583
366,5,470,0,4491.208348605096
539,5,1026,0,9611.246876743628
394,6,668,0,7953.509030543533
704,5,1252,1,12870.019650793649
653,2,780,1,8139.363334175083
955,1,676,1,7318.57762830688
313,2,786,1,8755.037429894179
309,1,512,0,5138.905946969698
446,6,335,0,2547.6811706349217
1085,2,668,0,5853.4036132756155
914,3,1039,0,7946.510332611835
735,5,594,1,6006.318409932661
38,4,435,0,4388.804185185185
90,6,1070,0,7856.117382515635
999,1,571,0,7054.385975468974
715,2,1142,0,8233.960990379994
477,5,447,0,5769.60349182299
480,6,332,0,2568.6682513227506
817,3,2846,1,11606.738906084654
390,5,1165,1,12785.92512878788
738,2,712,1,9444.953359187111
855,4,621,1,6028.860870370371
1087,1,657,1,7653.820472934472
601,3,308,0,3258.585805796055
1025,4,832,1,7094.013390211643
300,2,766,0,5747.978910293407
420,3,480,1,5579.141718975467
25,4,1541,0,10301.31636736412
610,1,818,1,8031.915937830685
609,6,264,0,2591.667437590187
697,3,1250,1,13247.21156349206
967,5,995,0,9132.134866762875
46,5,521,0,5919.669268213267
693,6,367,0,4285.551083694082
722,1,1613,1,11386.944045454546
529,6,693,0,6490.108681216934
539,6,1397,0,13260.197762506014
394,6,724,0,8577.688503968247
322,4,701,1,6660.126273328523
235,4,517,1,6228.680734126985
344,5,935,0,7412.289453703701
256,2,923,0,6374.741359187111
684,3,689,1,8717.996198653202
550,3,451,0,4959.2987275132255
785,4,627,1,7310.345740860992
377,6,791,0,6039.133236411733
943,4,596,0,6709.834894179893
321,6,667,0,5853.060427729681
900,6,421,0,4267.342858104857
726,3,1017,1,10538.086718253966
398,4,624,0,5081.822957671957
960,4,560,0,6039.77716979317
1041,1,609,0,5029.864694564699
249,4,576,1,5716.35201070226
1079,4,560,0,6229.191462962964
922,5,855,1,9323.41228126504
312,5,582,0,5552.437912698411
1007,4,703,0,5605.900374338618
530,5,546,0,4444.713982683983
463,2,1080,0,6217.374131914385
798,3,1004,1,8530.46131000481
278,1,1010,0,6754.042101130348
352,3,592,1,6037.230632978134
41,2,417,1,5639.30641798942
733,2,3416,0,14277.96460461761
1053,1,1391,1,13887.301386243384
765,4,576,1,6092.320307720056
761,5,951,0,7993.012812530064
896,6,1015,0,6288.830892135645
220,6,460,0,3397.1800325877816
530,2,764,1,6784.562054232802
157,1,1132,0,10484.037676887929
1111,6,273,0,3297.82079106079
296,5,727,1,6657.829145502646
944,4,1109,1,7202.545101851853
354,1,807,1,10429.282669191924
561,6,447,0,4533.68067015392
395,4,512,1,3967.00867917268
175,1,617,0,4560.535080484329
349,1,927,0,9001.129932539683
542,2,637,1,7025.1493002645575
421,4,958,0,8895.669820105815
229,2,820,1,10267.43531084656
11,5,1035,1,7685.428549543054
902,3,648,1,5354.522162938916
761,2,1078,1,9285.55096067821
1105,6,479,0,4053.8938575036073
350,4,533,1,7408.565210317459
214,6,827,0,10022.046565425317
818,2,744,1,7982.143321789325
961,4,676,0,6205.389959956712
133,1,704,0,5442.070460317461
82,2,918,0,8269.50721344396
264,6,1053,0,7750.857550505054
391,1,657,0,5147.416825396826
208,3,423,1,3192.5747486772484
194,1,390,0,4354.780096560847
700,3,566,1,5239.058466551967
269,4,982,0,6481.264345839348
393,3,448,0,4771.553838393088
694,4,677,0,6598.483422799421
961,6,666,0,6042.027659692159
360,1,1080,1,11632.204787869536
465,6,566,0,6459.204596320345
669,3,308,0,3190.2416503126487
1076,2,591,1,4530.6891568061565
269,4,1407,1,11257.505060846555
453,3,678,0,5519.082961640207
1064,6,903,0,8075.041824074071
651,2,1134,1,10007.147607744104
276,3,510,0,3517.814759259259
941,5,506,0,4267.815044011544
896,3,937,0,5594.906579846082
10,5,681,1,6900.407318302065
225,5,471,0,4233.963451058203
417,6,675,0,6370.199528258778
1055,2,953,1,8785.557858465612
873,6,303,0,2529.742456709956
1079,6,511,0,6066.958796416547
1022,6,778,0,6526.574047619047
885,6,801,0,6560.673527898031
707,2,899,0,7088.642981888481
739,6,828,0,9715.744395502645
806,5,421,0,4819.291861111111
963,3,365,0,2500.7199629629627
114,3,522,0,4140.969837301588
924,5,437,0,4315.570724506975
141,2,495,0,3913.7865139490127
725,6,633,0,6306.664223424723
807,1,1183,1,13173.45461387687
255,5,603,0,5721.320747595005
224,1,531,1,6799.4730515873025
453,4,630,1,6400.7804550264555
286,3,529,1,6596.170787397786
94,3,531,0,5303.366798636545
990,1,732,1,8996.255164381913
372,6,720,0,7980.179339105335
411,1,698,0,7307.783985449735
220,2,793,1,6364.4849955229965
927,1,800,0,5388.6984872534895
740,5,563,1,7945.832340187587
38,1,855,1,8815.7834986125
657,6,581,0,4386.939951548452
480,4,715,1,5837.843653679657
206,1,926,1,8801.068698051951
489,6,298,0,2959.684486411736
717,2,460,0,3827.217636724386
151,3,552,0,5143.4179071669105
909,4,1120,1,12539.488848484856
367,6,549,0,5359.289780423276
571,2,538,1,7190.991592111593
138,6,294,0,3025.3399284511793
1016,2,555,1,6555.620029405776
473,3,383,0,2533.76491979317
199,4,543,0,6046.849120009624
510,4,839,1,8782.77627889703
539,1,1330,1,14145.156774170277
976,1,776,0,7243.662102573354
372,2,823,1,10308.695017917267
553,3,507,1,5502.770142857143
691,2,651,1,9670.70351851852
111,4,575,1,6600.980629629629
1059,6,1145,0,8059.3159030784045
769,3,2791,0,9116.38217460318
628,3,843,0,7236.647694925447
725,3,524,0,4669.491371933621
115,1,457,0,5522.084266474265
618,6,445,0,5510.607499999999
511,6,1010,0,8119.546142857142
158,5,523,0,7097.815471620969
889,1,635,1,7567.346129629632
179,6,960,0,6880.4241309523895
1032,2,1154,1,10845.216399470895
1111,1,673,1,7716.48685582011
603,2,963,0,6690.384594997594
687,4,743,1,8431.804321548821
671,4,533,0,4755.035975228478
655,2,709,0,7341.908879509376
944,2,1177,0,7139.295216810967
170,1,494,0,4024.3367867965385
1005,5,1000,1,7009.621265993265
172,3,866,0,6390.1675658970635
257,4,689,0,5546.984816257818
650,5,746,1,7470.45109271284
425,5,458,0,3376.3275901875872
535,1,1156,1,11104.871365079363
875,5,536,1,5817.790776334779
109,4,705,1,5974.714682539684
471,4,507,0,5663.22480026455
543,1,342,1,4786.944692400191
154,4,656,0,6735.055202741703
826,6,647,0,7128.866783670035
394,2,688,1,9443.932877224626
805,6,651,0,7327.652847041846
887,2,662,1,8552.447143698895
514,6,485,0,4541.075624745623
61,4,504,1,4205.279518037518
1089,4,970,0,9361.18597607023
758,2,658,0,4428.724797619047
341,2,662,0,4544.0647892015395
436,6,401,0,3416.21973015873
1018,3,1213,0,9623.416413780662
549,6,444,0,3874.254342592592
829,5,676,0,4987.121654761906
1022,6,763,0,5911.229034752283
1089,4,903,1,9387.115110870604
1020,1,1118,0,8852.078595959598
156,4,958,1,9304.515371693122
220,3,691,1,5775.21038888889
494,3,1061,0,7044.844562169309
912,2,681,1,5425.50771043771
823,3,480,0,4274.028241221743
635,6,224,0,2081.742278138527
199,2,436,0,4921.735550865803
819,2,573,0,6044.886476791725
693,1,786,1,11994.73415548341
732,7,679,0,5596.8400503848015
640,1,970,1,13668.451736892735
65,6,274,0,2825.382910052909
238,3,1327,1,10271.1747531265
873,4,658,1,7306.196035714283
460,1,520,1,6623.980683862434
780,6,287,0,2406.5688015873006
44,2,573,0,4440.901935786438
19,3,565,0,5166.375514911013
875,6,358,0,3411.069264189514
1089,3,1183,1,12521.517435064936
570,4,877,1,6674.5007759740265
676,6,1252,0,5227.401290163539
712,5,539,0,5765.454208310209
127,6,758,0,6047.977835978833
548,5,339,0,4119.494456108704
599,6,1064,0,12263.08354858105
288,4,494,1,6720.331564935064
303,2,936,1,9087.73333201058
224,1,376,0,4763.699193121695
818,1,898,1,9659.727214285713
340,2,818,1,8170.969558201063
962,1,1191,1,11416.748907407413
321,2,348,0,3362.5208104858098
361,3,627,1,6651.246079725832
145,6,1111,0,6643.57685533911
580,3,1515,1,10095.828449615192
35,6,632,0,7697.784059625558
348,2,713,0,7819.285889369888
1100,2,642,0,4459.889738335738
493,5,887,0,7376.221784872539
776,4,452,0,3637.565056036556
416,2,1659,1,14641.685862794617
451,1,506,1,6591.9956957671975
1032,5,825,0,7019.780878427128
732,3,959,1,9091.974367243867
548,4,408,1,4964.17758201058
651,4,828,0,6424.973077681574
637,1,624,0,6924.948678774928
881,5,547,0,3806.5152333684823
286,4,576,0,5461.835619047619
236,2,798,0,5787.685748677251
1011,5,717,0,6544.54265740741
1063,2,567,1,4953.682976190475
504,4,831,0,5231.953499999999
482,4,968,1,9011.940778878528
350,3,414,0,5167.314439560441
370,2,634,1,8565.367654641655
1078,4,455,0,5101.297978835979
782,1,686,0,4646.959866402119
201,2,330,0,3526.2517923280443
233,4,1000,1,9044.935074074072
148,6,936,0,9657.616575396822
715,3,914,1,9442.901512145265
715,3,644,0,5400.60333056758
1005,2,918,0,5620.936145021645
951,1,836,1,9817.808676147926
369,6,645,0,7389.114508297257
227,1,647,1,7404.5816521164015
150,6,759,0,7382.312845959601
269,3,1075,0,7716.263294973549
8,6,385,0,3147.942530423282
724,3,599,0,5659.561393458391
1110,4,498,0,3706.897940716689
947,2,1162,0,7928.991919913421
1051,6,679,0,5172.3733478836
770,6,541,0,4614.558203703705
655,1,1065,1,13732.340216931216
467,2,1448,0,11197.02963258038
124,6,299,0,2550.7846931216936
31,1,791,1,8653.968324314572
949,6,382,0,3209.718524290525
429,3,373,0,4307.439173280424
615,6,1186,0,9254.130056471306
182,5,513,1,5355.89167063492
736,1,614,1,7340.027035233281
276,2,658,1,5485.683716931214
401,4,679,1,7556.86208994709
329,1,814,1,9943.601528980278
910,5,592,1,6233.2783042328065
1017,2,1236,1,10131.024851250602
408,4,383,0,3689.6619051226553
822,3,731,1,8844.757558922558
393,2,518,0,4911.059826479075
105,6,410,0,3816.85917003367
1083,4,290,0,3866.1826164021186
918,1,666,1,6898.332310846563
1081,7,701,0,4671.748645382397
692,1,1054,1,9911.28386812262
239,6,508,0,5213.130039081292
618,6,578,0,7664.114500601247
962,3,757,0,5197.298567460318
332,5,539,1,4091.8629841269826
461,2,330,0,3002.46009992785
1000,4,575,0,6151.265284992787
697,2,1019,0,8921.349225108226
70,4,766,1,7953.443048100049
1000,3,824,1,9313.402448412697
494,7,1247,0,8809.273123136125
772,4,558,1,4166.981829124579
219,3,438,0,3141.936606421356
406,4,324,0,3808.387120370371
749,5,815,1,6992.3726917989425
649,6,292,0,2804.2885308811556
1022,5,804,0,6918.812894901395
431,5,1062,1,9549.788982563734
422,1,467,0,4427.5779426406925
376,6,694,0,6120.89584126984
377,2,909,1,7895.462820004074
582,4,780,0,5617.954738696487
560,3,1415,0,11139.6928035113
481,2,559,1,6950.666083814333
864,3,585,0,3829.4960555555554
644,4,983,1,8809.248597522845
796,5,697,1,7701.000156084653
937,4,560,1,6637.362580447333
397,1,804,1,8432.785905603658
656,6,367,0,3199.6752086339584
368,5,732,0,8726.136909211162
257,5,764,1,6556.670890812887
23,5,532,0,5004.674501683502
496,3,839,1,7993.760366642619
875,4,455,1,5040.1573042328055
932,3,652,0,5817.243055074558
242,2,437,1,5124.7512275132285
776,5,646,0,7245.676923280424
638,2,421,0,4377.783363756615
962,4,746,0,5263.668923280426
283,6,670,0,6734.899166786916
998,4,536,1,4407.0193373015845
101,4,802,1,7949.435142496394
968,5,1042,0,9163.781506734003
324,2,1033,1,9103.823564694563
570,5,775,0,5989.558632127135
113,2,510,0,4739.779159211157
403,5,994,1,11438.621125180372
1104,4,363,0,4093.2224528897023
871,4,410,0,4986.064149470897
839,3,587,0,4300.263484635734
709,1,1429,0,10356.414183862427
430,6,742,0,8581.029826238573
987,1,1049,1,9287.49940740741
851,6,460,0,4959.424145983647
734,5,528,0,6014.94961928812
123,2,1143,1,10541.148687950938
445,2,1552,1,12250.86701587302
643,1,1117,1,9963.454595238096
53,4,494,1,5653.614099206349
78,4,430,0,2835.545394179895
853,6,930,0,8368.976509379514
254,4,168,0,1611.5126428571427
545,2,1067,1,11581.498845238091
326,6,502,0,5891.476875661377
508,5,749,0,7266.076251202505
672,6,1951,0,12014.424318783063
993,1,646,0,6127.18429437229
497,6,846,0,6897.245847402597
1015,1,611,1,8292.751189079441
535,3,1010,1,9502.355247234244
289,6,615,0,6690.4890481000475
971,5,827,1,6395.898763588264
543,2,327,1,4504.774514069265
36,6,1048,0,9184.691658850408
849,3,929,0,7337.373116402118
381,2,1123,1,11208.222852332854
1104,5,397,0,4798.881163299663
781,4,592,0,3884.483748677248
